,classType,operationFlags,procname,low_0_sysname,low_0_blob_flags,low_0_blob_mode,low_0_blob_filename,low_0_type,low_0_id,low_0_ts,tid,class,low_1_sysname,low_1_xref,low_1_ts,low_1_blob_filename,low_1_type,low_1_id
13,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/pop_bottom_btn.png,SYSCALL,935,1545638796.608,1163,FS ACCESS(CREATE),close,935.0,1545638796.608,/data/data/com.topteam.flashlight/app_pushimgs/pop_bottom_btn.png,SYSCALL,937.0
14,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/safe_icon.png,SYSCALL,945,1545638796.608,1163,FS ACCESS(CREATE),close,945.0,1545638796.609,/data/data/com.topteam.flashlight/app_pushimgs/safe_icon.png,SYSCALL,949.0
15,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/safe_line.png,SYSCALL,963,1545638796.610,1163,FS ACCESS(CREATE),close,963.0,1545638796.610,/data/data/com.topteam.flashlight/app_pushimgs/safe_line.png,SYSCALL,965.0
16,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/sc_circle.png,SYSCALL,972,1545638796.610,1163,FS ACCESS(CREATE),close,972.0,1545638796.610,/data/data/com.topteam.flashlight/app_pushimgs/sc_circle.png,SYSCALL,974.0
17,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/tj_line.png,SYSCALL,993,1545638796.610,1163,FS ACCESS(CREATE),close,993.0,1545638796.610,/data/data/com.topteam.flashlight/app_pushimgs/tj_line.png,SYSCALL,995.0
18,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_pushimgs/top_bg.png,SYSCALL,1002,1545638796.610,1163,FS ACCESS(CREATE),close,1002.0,1545638796.610,/data/data/com.topteam.flashlight/app_pushimgs/top_bg.png,SYSCALL,1004.0
19,0,4,com.topteam.flashlight,open,131649,1,/data/data/com.topteam.flashlight/shared_prefs/dyd_push.xml,SYSCALL,1098,1545638796.621,1163,FS ACCESS(CREATE),,,,,,
20,0,4,com.topteam.flashlight,open,131265,1,/data/data/com.topteam.flashlight/app_webview/Cache/index,SYSCALL,12464,1545638802.346,1163,FS ACCESS(CREATE),close,12464.0,1545638802.346,/data/data/com.topteam.flashlight/app_webview/Cache/index,SYSCALL,12467.0
21,0,4,com.topteam.flashlight,open,131649,1,/data/data/com.topteam.flashlight/app_webview/Cache/index-dir/temp-index,SYSCALL,12644,1545638803.402,1163,FS ACCESS(CREATE),,,,,,
22,0,4,com.topteam.flashlight,open,131266,1,/data/data/com.topteam.flashlight/app_webview/Cache/ce0fcd9e7ac216a3_0,SYSCALL,12716,1545638803.403,1163,FS ACCESS(CREATE),close,12716.0,1545638803.413,/data/data/com.topteam.flashlight/app_webview/Cache/ce0fcd9e7ac216a3_0,SYSCALL,14325.0
23,0,4,com.topteam.flashlight,open,131138,1,/data/data/com.topteam.flashlight/databases/millennialmedia.db,SYSCALL,22340,1545638805.525,1163,FS ACCESS(CREATE),close,22340.0,1545638805.532,/data/data/com.topteam.flashlight/databases/millennialmedia.db,SYSCALL,22808.0
24,0,4,com.topteam.flashlight,open,131138,1,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22443,1545638805.530,1163,FS ACCESS(CREATE),close,22443.0,1545638805.530,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22482.0
25,0,4,com.topteam.flashlight,open,131138,1,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22533,1545638805.530,1163,FS ACCESS(CREATE),close,22533.0,1545638805.531,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22667.0
26,0,4,com.topteam.flashlight,open,131138,1,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22726,1545638805.531,1163,FS ACCESS(CREATE),close,22726.0,1545638805.532,/data/data/com.topteam.flashlight/databases/millennialmedia.db-journal,SYSCALL,22771.0
27,0,4,com.topteam.flashlight,open,131138,1,/data/data/com.topteam.flashlight/databases/millennialmedia.db,SYSCALL,23105,1545638806.573,1163,FS ACCESS(CREATE),close,23105.0,1545638806.575,/data/data/com.topteam.flashlight/databases/millennialmedia.db,SYSCALL,23428.0
